sic8,is_1to1_NAICS,Description,Baseline_Subindustry,Division,span_warn,Crosslisting,L1,L2,L3,L4,NAICS_Suggestion,METRO_ACS0812,NAICS,Notes,Baseline_Type,SIC4,SIC2,bundle_rep,flag____,strong,exists,misuse_warn,disfavored_warn,dubious_warn,ambiguous_warn
10410203,Y,Gold recovery from tailings,"",Mining,0,,OOS,EXTRACT,ORE,EOP,,,"",,"",1041,10,1,N,Y,Y,0,0,0,0
82110701,,Charter elementary schools,,Services,0,,OOS,EDU,DNSNEC,EOP,,,,,,8211,82,1,N,Y,Y,0,0,0,0
82110700,,Charter schools,,Services,0,,OOS,EDU,DNSNEC,EOP,,,,,,8211,82,1,N,Y,Y,0,0,0,0
95319900,Y,"Housing programs, nec","",Public Administration,0,,SOCIAL,GROUP,OPERATE,HOMELESS,,,"",,"",9531,95,1,N,Y,Y,0,0,0,0
16229903,N,Tunnel construction,"",Construction,0,,CON,FLAT,STREET,BRIDGE,,,,,"",1622,16,1,N,Y,Y,0,0,0,0
16230301,N,Aqueduct construction,"",Construction,0,,CON,FLAT,UTIL,WATER,,,,,"",1623,16,1,N,Y,Y,0,0,0,0
16230101,N,Gas main construction,"",Construction,0,,CON,FLAT,UTIL,PIPE.S,,,,,"",1623,16,1,N,Y,Y,0,0,0,0
16230100,N,Oil and gas line and compressor station constructi,"",Construction,1,,CON,FLAT,UTIL,PIPE.S,,,,,"",1623,16,1,N,Y,Y,0,0,0,0
16229904,N,Viaduct construction,"",Construction,0,,CON,FLAT,STREET,BRIDGE,,,,,"",1622,16,1,N,Y,Y,0,0,0,0
16229902,N,"Highway construction, elevated","",Construction,0,,CON,FLAT,STREET,BRIDGE,,,,,"",1622,16,1,N,Y,Y,0,0,0,0
07830204,Y,"Surgery services, ornamental tree","","Agriculture, Forestry, And Fishing",0,,CON,LAWN,LAWN.S,EOP,,,"",,"",0783,07,1,N,Y,Y,0,0,0,0
07830101,Y,"Planting services, ornamental bush","","Agriculture, Forestry, And Fishing",0,,CON,LAWN,LAWN.S,EOP,,,"",,"",0783,07,1,N,Y,Y,0,0,0,0
01810000,N,Ornamental nursery products,"","Agriculture, Forestry, And Fishing",0,,CON,LAWN,PLANT,EOP,,,,,"",0181,01,1,N,Y,Y,0,0,0,0
01810100,N,"Plants, foliage and shrubberies","","Agriculture, Forestry, And Fishing",0,,CON,LAWN,PLANT,EOP,,,,,"",0181,01,1,N,Y,Y,0,0,0,0
07110000,Y,Soil preparation services,"","Agriculture, Forestry, And Fishing",0,,CON,LAWN,LAWN.S,EOP,,,"",,"",0711,07,1,N,Y,Y,0,0,0,0
32530100,Y,Clay wall and floor tile,"",Manufacturing,0,,CON,OCON,BOUND,WALL.G,,,"",,"",3253,32,1,N,Y,Y,0,0,0,0
10410100,Y,Gold ores mining,"",Mining,0,,OOS,EXTRACT,ORE,EOP,,,"",,"",1041,10,1,N,Y,Y,0,0,0,0
13110000,Y,Crude petroleum and natural gas,"",Mining,0,,NEC,GOODS,PETRO,MIN,,,"",,"",1311,13,1,N,Y,Y,0,0,0,0
14590101,Y,Bentonite mining,"",Mining,0,,OOS,EXTRACT,AGG,EOP,,,"",,"",1459,14,1,N,Y,Y,0,0,0,0
39520205,N,"Canvas board, artists''","",Manufacturing,0,,FUN,ART,GOODS,EOP,,,,,"",3952,39,1,N,Y,Y,0,0,0,0
34480100,Y,Prefabricated metal buildings,"",Manufacturing,0,,CON,TURNKEY,EOP,EOP,,,"",,"",3448,34,1,N,Y,Y,0,0,0,0
22110514,Y,"Rep, cotton","",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,"",,"",2211,22,1,N,Y,Y,0,0,0,0
22111105,Y,Canvas,"",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,"",,"",2211,22,1,N,Y,Y,0,0,0,0
22210501,Y,Fiberglass fabrics,"",Manufacturing,0,,NEC,GOODS,TEXT,MIN,,,"",,"",2221,22,1,N,Y,Y,0,0,0,0
22520103,N,Socks,"",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,,,"",2252,22,1,N,Y,Y,0,0,0,0
22730000,Y,Carpets and rugs,"",Manufacturing,0,,CON,OCON,BOUND,FLOOR.G,,,"",,"",2273,22,1,N,Y,Y,0,0,0,0
22999901,N,"Broadwoven fabrics: linen, jute, hemp, and ramie","",Manufacturing,0,,NEC,GOODS,TEXT,MIN,,,,,"",2299,22,1,N,Y,Y,0,0,0,0
23290102,N,Bathing suits and swimwear: men's and boys',"",Manufacturing,0,,NEC,GOODS,TEXT,SPORT,,,,,"",2329,23,1,N,Y,Y,0,0,0,0
23390301,N,"Athletic clothing: women''s, misses'', and juniors''","",Manufacturing,0,,NEC,GOODS,TEXT,SPORT,,,,,"",2339,23,1,N,Y,Y,0,0,0,0
23530000,N,"Hats, caps, and millinery","",Manufacturing,0,,NEC,GOODS,TEXT,CASUAL,,,,,"",2353,23,1,N,Y,Y,0,0,0,0
23940100,Y,Canvas awnings and canopies,"",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,"",,"",2394,23,1,N,Y,Y,0,0,0,0
23940101,Y,"Awnings, fabric: made from purchased materials","",Manufacturing,0,,CON,OCON,BOUND,ROOF.G,,,"",,"",2394,23,1,N,Y,Y,0,0,0,0
16110101,Y,"Guardrail construction, highways","Fencing, guardrails, barriers, and signs",Construction,0,,CON,FLAT,STREET,GUARD,,,"",,C,1611,16,1,N,Y,Y,0,0,0,0
16290502,N,Mine loading and discharging station construction,"",Construction,0,,CON,FLAT,UTIL,PLANT,,,,,"",1629,16,1,N,Y,Y,0,0,0,0
33120701,N,Armor plate,"",Manufacturing,0,,SAFE,SECURE,GUARD.G,EOP,,,,,"",3312,33,1,Y,Y,Y,0,0,0,0
16290503,N,Oil refinery construction,"",Construction,0,,CON,FLAT,UTIL,PLANT,,,,,"",1629,16,0,N,Y,Y,0,0,0,0
49310000,N,Electric and other services combined,"","Transportation, Communications, Electric, Gas, And Sanitary Services",0,,UTIL,ENERGY,ELEC,EOP,,,,,"",4931,49,1,Y,Y,Y,0,0,0,0
51310213,N,Textile converters,"",Wholesale Trade,0,,NEC,GOODS,MSPEC,TEXT,,,,,"",5131,51,1,Y,Y,Y,0,0,0,0
16290504,N,Waste disposal plant construction,"",Construction,0,,CON,FLAT,UTIL,PLANT,,,,,"",1629,16,0,N,Y,Y,0,0,0,0
59639903,N,"Cosmetic sales, house-to-house","",Retail Trade,0,,NEC,GOODS,DNSNEC,NDUR,,,,,"",5963,59,1,Y,Y,Y,0,0,0,0
59991301,N,Cosmetics,"",Retail Trade,0,,NEC,GOODS,DNSNEC,NDUR,,,,,"",5999,59,1,Y,Y,Y,0,0,0,0
16299900,N,"Heavy construction, nec","Highway, street, and bridge construction",Construction,1,,CON,FLAT,DNSNEC,EOP,,,,Very vauge code; try to avoid,C,1629,16,1,N,Y,Y,0,0,0,0
17999944,N,Flag pole erection,"",Construction,0,,CON,OCON,BOUND,FENCE.S,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
24119905,Y,"Timber, cut at logging camp","",Manufacturing,0,,OOS,EXTRACT,TIMBER,EOP,,,"",,"",2411,24,1,N,Y,Y,0,0,0,0
24260100,N,"Furniture stock and parts, hardwood","",Manufacturing,0,,CON,OCON,MSPEC,WOOD.G,,,,,"",2426,24,1,N,Y,Y,0,0,0,0
22990400,N,Textile mill waste and remnant processing,"",Manufacturing,0,,NEC,GOODS,MSPEC,TEXT,,,,,"",2299,22,1,N,Y,Y,0,0,0,0
22219904,Y,"Textile mills, broadwoven: silk and manmade, also ","",Manufacturing,0,,NEC,GOODS,MSPEC,TEXT,,,"",,"",2221,22,1,N,Y,Y,0,0,0,0
58130000,Y,Drinking places,"",Retail Trade,0,,FUN,FOOD,DINE,BAR,,,"",,"",5813,58,1,Y,Y,Y,0,0,0,0
24480100,Y,"Cargo containers, wood and wood with metal","",Manufacturing,0,,NEC,GOODS,MSPEC,WOOD,,,"",,"",2448,24,1,N,Y,Y,0,0,0,0
24490300,Y,"Rectangular boxes and crates, wood","",Manufacturing,0,,NEC,GOODS,MSPEC,WOOD,,,"",,"",2449,24,1,N,Y,Y,0,0,0,0
24520000,Y,Prefabricated wood buildings,"",Manufacturing,0,,CON,TURNKEY,EOP,EOP,,,"",,"",2452,24,1,N,Y,Y,0,0,0,0
29529900,Y,"Asphalt felts and coatings, nec","",Manufacturing,0,,CON,OCON,BOUND,ROOF.G,,,"",,"",2952,29,1,N,Y,Y,0,0,0,0
25150102,N,"Mattresses, containing felt, foam rubber, urethane","",Manufacturing,0,,CON,FURNISH,GOODS,FURN,,,,,"",2515,25,1,N,Y,Y,0,0,0,0
25410201,N,"Cabinets, except refrigerated: show, display, etc.","",Manufacturing,0,,CON,FURNISH,GOODS,FURN,,,,,"",2541,25,1,N,Y,Y,0,0,0,0
25420102,N,"Locker boxes, postal service: except wood","",Manufacturing,0,,CON,FURNISH,GOODS,FURN,,,,,"",2542,25,1,N,Y,Y,0,0,0,0
25420205,N,"Fixtures, store: except wood","",Manufacturing,0,,CON,FURNISH,GOODS,FURN,,,,,"",2542,25,1,N,Y,Y,0,0,0,0
34259903,Y,"Saws, hand: metalworking or woodworking","",Manufacturing,0,,CON,GOODS,TOOL,EOP,,,"",,"",3425,34,1,N,Y,Y,0,0,0,0
27520302,N,"Forms, business: lithographed","",Manufacturing,0,,NEC,GOODS,OFFICE,PAPER,,,,,"",2752,27,1,N,Y,Y,0,0,0,0
35110200,Y,Turbines and turbine generator sets and parts,"",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,"",,"",3511,35,1,N,Y,Y,0,0,0,0
27599900,N,"Commercial printing, nec","",Manufacturing,0,,MEDIA,PRINT,EOP,EOP,,,,,"",2759,27,1,N,Y,Y,0,0,0,0
27599912,N,"Maps: printing, nsk","",Manufacturing,0,,MEDIA,PRINT,EOP,EOP,,,,,"",2759,27,1,N,Y,Y,0,0,0,0
27710000,N,Greeting cards,"",Manufacturing,0,,MEDIA,PRINT,EOP,EOP,,,,,"",2771,27,1,N,Y,Y,0,0,0,0
28139909,Y,"Oxygen, compressed or liquefied","",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,"",,"",2813,28,1,N,Y,Y,0,0,0,0
17310103,Y,Standby or emergency power specialization,"",Construction,0,,CON,OCON,MEP,ELEC.S,,,"",,"",1731,17,1,N,Y,Y,0,0,0,0
17310104,Y,Switchgear and related devices installation,"",Construction,0,,CON,OCON,MEP,ELEC.S,,,"",,"",1731,17,1,N,Y,Y,0,0,0,0
17310200,Y,Electronic controls installation,"",Construction,0,,CIRCUIT,SYS,INSTALL,DNSNEC,,,"",,"",1731,17,1,N,Y,Y,0,0,0,0
17949900,Y,"Excavation work, nec","Excavation, grading, drainage, drilling, and demol",Construction,0,,CON,EARTH,DIG,EOP,,,"",,C,1794,17,0,N,Y,Y,0,0,0,0
44929900,Y,"Towing and tugboat service, nec","","Transportation, Communications, Electric, Gas, And Sanitary Services",0,,MOVE,CARGO,MARINE,EOP,,,"",,"",4492,44,1,N,Y,Y,0,0,0,0
17410100,Y,Foundation and retaining wall construction,"",Construction,0,,CON,FLAT,CONCRETE,FORTIFY,,,"",,"",1741,17,1,N,Y,Y,0,0,0,0
27410200,N,"Atlas, map, and guide publishing","",Manufacturing,0,,MEDIA,PUBLISH,EOP,EOP,,,,,"",2741,27,1,N,Y,Y,0,0,0,0
17419903,Y,Concrete block masonry laying,"",Construction,0,,CON,OCON,MSPEC,STONE.S,,,"",,"",1741,17,0,N,Y,Y,0,0,0,0
17439902,N,Mosaic work,"",Construction,0,,CON,OCON,MSPEC,STONE.S,,,,,"",1743,17,1,N,Y,Y,0,0,0,0
17439903,N,Terrazzo work,"",Construction,0,,CON,OCON,MSPEC,STONE.S,,,,,"",1743,17,1,N,Y,Y,0,0,0,0
17439904,N,"Tile installation, ceramic",Other construction services,Construction,0,,CON,OCON,MSPEC,STONE.S,,,,,C,1743,17,0,N,Y,Y,0,0,0,0
17710103,N,Gunite contractor,"",Construction,1,,CON,FLAT,CONCRETE,CAST,,,,Involves spraying of a concrete mixture; what is being sprayed could determine the sub,"",1771,17,1,N,Y,Y,0,0,0,0
28190000,N,"Industrial inorganic chemicals, nec","",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,,,"",2819,28,1,N,Y,Y,0,0,0,0
25219901,Y,"Panel systems and partitions (free-standing), offi","",Manufacturing,0,,CON,FURNISH,OFFICE.G,FURN,,,"",,"",2521,25,1,N,Y,Y,0,0,0,0
28699923,N,"Hydraulic fluids, synthetic base","",Manufacturing,0,,CON,OCON,MEP,HYDRO.G,,,,,"",2869,28,1,N,Y,Y,0,0,0,0
26560000,Y,Sanitary food containers,"",Manufacturing,0,,NEC,GOODS,FOOD,SERVE,,,"",,"",2656,26,1,N,Y,Y,0,0,0,0
25910300,Y,Window shades,"",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,"",,"",2591,25,1,N,Y,Y,0,0,0,0
28730000,Y,Nitrogenous fertilizers,"",Manufacturing,0,,CON,LAWN,CHEM,GOODS,,,"",,"",2873,28,1,N,Y,Y,0,0,0,0
28990403,N,Flares,"",Manufacturing,0,,SAFE,STREET.G,EOP,EOP,,,,,"",2899,28,1,N,Y,Y,0,0,0,0
28999945,N,Soil testing kits,"",Manufacturing,0,,INSPECT,SOIL,AGG,EOP,,,,,"",2899,28,1,N,Y,Y,0,0,0,0
29510100,Y,Paving blocks,"",Manufacturing,0,,CON,FLAT,CONCRETE,AGG,,,"",,"",2951,29,1,N,Y,Y,0,0,0,0
30690205,N,"Mats or matting, rubber, nec","",Manufacturing,0,,CON,OCON,BOUND,FLOOR.G,,,,,"",3069,30,1,N,Y,Y,0,0,0,0
30699909,N,"Liner strips, rubber","",Manufacturing,0,,CON,GOODS,DNSNEC,EOP,,,,,"",3069,30,1,N,Y,Y,0,0,0,0
35590304,N,"Pack-up assemblies, wheel overhaul","",Manufacturing,0,,EQUIP,FIXED,MACHINE,MAIN,,,,,"",3559,35,1,N,Y,Y,0,0,0,0
30890608,N,"Injection molded finished plastics products, nec","",Manufacturing,0,,NEC,GOODS,PETRO,PLASTIC,,,,,"",3089,30,1,N,Y,Y,0,0,0,0
32110201,Y,Laminated glass,"",Manufacturing,0,,CON,OCON,MSPEC,GLASS.G,,,"",,"",3211,32,1,N,Y,Y,0,0,0,0
32110305,Y,"Window glass, clear and colored","",Manufacturing,0,,CON,OCON,MSPEC,GLASS.G,,,"",,"",3211,32,1,N,Y,Y,0,0,0,0
32729901,N,"Art marble, concrete","",Manufacturing,0,,CON,OCON,MSPEC,STONE.G,,,,,"",3272,32,1,N,Y,Y,0,0,0,0
32910403,N,"Wheels, abrasive","",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,,,"",3291,32,1,N,Y,Y,0,0,0,0
32990301,N,"Architectural sculptures: gypsum, clay, papier mac","",Manufacturing,0,,FUN,ART,GOODS,EOP,,,,,"",3299,32,1,N,Y,Y,0,0,0,0
33120100,N,Chemicals and other products derived from coking,"",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,,,"",3312,33,1,N,Y,Y,0,0,0,0
33210100,Y,Cast iron pipe and fittings,"",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,"",,"",3321,33,1,N,Y,Y,0,0,0,0
33530000,Y,"Aluminum sheet, plate, and foil","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,"",,"",3353,33,1,N,Y,Y,0,0,0,0
34250000,Y,Saw blades and handsaws,"",Manufacturing,0,,CON,GOODS,TOOL,EOP,,,"",,"",3425,34,1,N,Y,Y,0,0,0,0
34290301,N,"Bicycle racks, automotive","",Manufacturing,0,,EQUIP,BIKE,PARTS,EOP,,,,,"",3429,34,1,N,Y,Y,0,0,0,0
34339904,Y,Solar heaters and collectors,"",Manufacturing,0,,CON,OCON,MEP,HVAC.G,,,"",,"",3433,34,1,N,Y,Y,0,0,0,0
34419906,Y,"Joists, open web steel: long-span series","",Manufacturing,0,,CON,GOODS,STEEL,EOP,,,"",,"",3441,34,1,N,Y,Y,0,0,0,0
34419908,Y,"Tower sections, radio and television transmission","",Manufacturing,0,,CIRCUIT,SYS,GOODS,RECEIVE,,,"",,"",3441,34,1,N,Y,Y,0,0,0,0
34439907,N,"Hoods, industrial: metal plate","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3443,34,1,N,Y,Y,0,0,0,0
34440300,N,Metal roofing and roof drainage equipment,"",Manufacturing,0,,CON,OCON,DNSNEC.G,EOP,,,,,"",3444,34,1,N,Y,Y,0,0,0,0
34440400,N,Metal flooring and siding,"",Manufacturing,0,,CON,OCON,DNSNEC.G,EOP,,,,,"",3444,34,1,N,Y,Y,0,0,0,0
34440501,N,"Bins, prefabricated sheet metal","",Manufacturing,0,,CON,FURNISH,GOODS,DNSNEC,,,,,"",3444,34,1,N,Y,Y,0,0,0,0
34460302,Y,"Flagpoles, metal","",Manufacturing,0,,CON,OCON,BOUND,FENCE.G,,,"",,"",3446,34,1,N,Y,Y,0,0,0,0
34529901,Y,"Bolts, metal","",Manufacturing,0,,CON,OCON,DNSNEC.G,EOP,,,"",,"",3452,34,1,N,Y,Y,0,0,0,0
34629903,Y,"Armor plate, forged iron or steel","",Manufacturing,0,,SAFE,SECURE,GUARD.G,EOP,,,"",,"",3462,34,1,N,Y,Y,0,0,0,0
34710206,Y,"Finishing, metals or formed products","",Manufacturing,0,,CON,OCON,MSPEC,FINISH.G,,,"",,"",3471,34,1,N,Y,Y,0,0,0,0
34710207,Y,"Polishing, metals or formed products","",Manufacturing,0,,CON,OCON,MSPEC,FINISH.G,,,"",,"",3471,34,1,N,Y,Y,0,0,0,0
34790207,N,Coating or wrapping steel pipe,"",Manufacturing,0,,CON,OCON,MSPEC,FINISH.G,,,,,"",3479,34,1,N,Y,Y,0,0,0,0
34890100,Y,"Guns, howitzers, mortars, and related equipment","",Manufacturing,0,,SAFE,SECURE,GUARD.G,EOP,,,"",,"",3489,34,1,N,Y,Y,0,0,0,0
34960100,N,Wire cloth and woven wire products,"",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3496,34,1,N,Y,Y,0,0,0,0
34969902,N,"Cable, uninsulated wire: made from purchased wire","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3496,34,1,N,Y,Y,0,0,0,0
34969905,N,Conveyor belts,"",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3496,34,1,N,Y,Y,0,0,0,0
34969909,N,"Grocery carts, made from purchased wire","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3496,34,1,N,Y,Y,0,0,0,0
34999905,N,"Barricades, metal","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3499,34,1,N,Y,Y,0,0,0,0
34999925,N,"Welding tips, heat resistant: metal","",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,,,"",3499,34,1,N,Y,Y,0,0,0,0
35230300,N,"Fertilizing, spraying, dusting, and irrigation mac","",Manufacturing,0,,CON,LAWN,CHEM,GOODS,,,,,"",3523,35,1,N,Y,Y,0,0,0,0
20130000,N,Sausages and other prepared meats,"",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2013,20,1,N,Y,Y,0,0,0,0
35230304,N,"Sprayers and spraying machines, agricultural","",Manufacturing,0,,CON,LAWN,CHEM,GOODS,,,,,"",3523,35,1,N,Y,Y,0,0,0,0
28999912,N,Deicing or defrosting fluid,"",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,,,"",2899,28,1,N,Y,Y,0,0,0,0
32720102,N,"Manhole covers or frames, concrete","",Manufacturing,0,,CON,FLAT,CONCRETE,GOODS,,,,,"",3272,32,1,N,Y,Y,0,0,0,0
35310501,N,"Backfillers, self-propelled","",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3531,35,1,N,Y,Y,0,0,0,0
35310502,N,Finishers and spreaders (construction equipment),"",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3531,35,1,N,Y,Y,0,0,0,0
35310505,N,"Line markers, self-propelled","",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3531,35,1,N,Y,Y,0,0,0,0
35319902,N,Airport construction machinery,"",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3531,35,1,N,Y,Y,0,0,0,0
35370205,N,"Cranes, industrial truck","",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3537,35,1,N,Y,Y,0,0,0,0
35370208,N,Forklift trucks,"",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3537,35,1,N,Y,Y,0,0,0,0
35370210,N,"Lift trucks, industrial: fork, platform, straddle,","",Manufacturing,0,,EQUIP,MOBILE,CONS.G,EOP,,,,,"",3537,35,1,N,Y,Y,0,0,0,0
35370217,N,"Truck trailers, used in plants, docks, terminals, ","",Manufacturing,0,,EQUIP,TRUCK,MAIN,EOP,,,,,"",3537,35,1,N,Y,Y,0,0,0,0
35420301,Y,Die casting machines,"",Manufacturing,0,,EQUIP,FIXED,MSHOP,MAIN,,,"",,"",3542,35,1,N,Y,Y,0,0,0,0
35450328,N,Tools and accessories for machine tools,"",Manufacturing,0,,CON,GOODS,TOOL,EOP,,,,,"",3545,35,1,N,Y,Y,0,0,0,0
35460201,Y,"Chain saws, portable","",Manufacturing,0,,CON,GOODS,TOOL,EOP,,,"",,"",3546,35,1,N,Y,Y,0,0,0,0
35480000,N,Welding apparatus,"",Manufacturing,0,,CON,OCON,MSPEC,METAL.G,,,,,"",3548,35,1,N,Y,Y,0,0,0,0
35539913,Y,Sawmill machines,"",Manufacturing,0,,EQUIP,FIXED,WSHOP,MAIN,,,"",,"",3553,35,1,N,Y,Y,0,0,0,0
35640105,N,"Filters, air: furnaces, air conditioning equipment","",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,,,"",3564,35,1,N,Y,Y,0,0,0,0
35670000,Y,Industrial furnaces and ovens,"",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,"",,"",3567,35,1,N,Y,Y,0,0,0,0
35690402,N,Gas producers (machinery),"",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,,,"",3569,35,1,N,Y,Y,0,0,0,0
35699905,N,"Bridge or gate machinery, hydraulic","",Manufacturing,0,,CON,OCON,MEP,HYDRO.G,,,,,"",3569,35,1,N,Y,Y,0,0,0,0
35699912,N,"Jacks, hydraulic","",Manufacturing,0,,CON,OCON,MEP,HYDRO.G,,,,,"",3569,35,1,N,Y,Y,0,0,0,0
35590305,N,"Wheel balancing equipment, automotive","",Manufacturing,0,,EQUIP,FIXED,MACHINE,MAIN,,,,,"",3559,35,1,N,Y,Y,0,0,0,0
35590300,N,Automotive related machinery,"",Manufacturing,0,,EQUIP,FIXED,MACHINE,MAIN,,,,,"",3559,35,1,N,Y,Y,0,0,0,0
35850401,N,Air conditioning condensers and condensing units,"",Manufacturing,0,,CON,OCON,MEP,HVAC.G,,,,,"",3585,35,1,N,Y,Y,0,0,0,0
35850500,N,Soda fountain and beverage dispensing equipment an,"",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,,,"",3585,35,1,N,Y,Y,0,0,0,0
35890205,Y,"Floor washing and polishing machines, commercial","",Manufacturing,0,,CLEAN,ROUTINE.G,EOP,EOP,,,"",,"",3589,35,1,N,Y,Y,0,0,0,0
35899900,Y,"Service industry machinery, nec","",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,"",,"",3589,35,1,N,Y,Y,0,0,0,0
35899903,Y,"Garbage disposers and compactors, commercial","",Manufacturing,0,,CLEAN,ROUTINE.G,EOP,EOP,,,"",,"",3589,35,1,N,Y,Y,0,0,0,0
35230409,N,"Dairy equipment (farm), nec","",Manufacturing,0,,EQUIP,EXTRACT,FARM,EOP,,,,,"",3523,35,1,N,Y,Y,0,0,0,0
36120314,Y,Rectifier transformers,"",Manufacturing,0,,CIRCUIT,GOODS,CIRCUIT,EOP,,,"",,"",3612,36,1,N,Y,Y,0,0,0,0
36210105,Y,Frequency converters (electric generators),"",Manufacturing,0,,EQUIP,FIXED,INDCOM.G,EOP,,,"",,"",3621,36,1,N,Y,Y,0,0,0,0
36240000,Y,Carbon and graphite products,"",Manufacturing,0,,NEC,GOODS,CHEM,EOP,,,"",,"",3624,36,1,N,Y,Y,0,0,0,0
36340507,N,"Heating pads, electric","",Manufacturing,0,,CIRCUIT,GOODS,DUR,EOP,,,,,"",3634,36,1,N,Y,Y,0,0,0,0
36390103,N,"Trash compactors, household","",Manufacturing,0,,EQUIP,FIXED,FOOD.G,EOP,,,,,"",3639,36,1,N,Y,Y,0,0,0,0
36479901,Y,Aircraft lighting fixtures,"",Manufacturing,0,,EQUIP,PLANE,PARTS,EOP,,,"",,"",3647,36,1,N,Y,Y,0,0,0,0
37140402,N,"Defrosters, motor vehicle","",Manufacturing,0,,EQUIP,CAR,PARTS,EOP,,,,,"",3714,37,1,N,Y,Y,0,0,0,0
35779907,N,"Input/output equipment, computer","",Manufacturing,0,,CIRCUIT,IT,PC.G,MANU,,,,,"",3577,35,1,N,Y,Y,0,0,0,0
35720101,Y,"Disk drives, computer","",Manufacturing,0,,CIRCUIT,IT,PC.G,MANU,,,"",,"",3572,35,1,N,Y,Y,0,0,0,0
35339903,Y,Oil field machinery and equipment,"",Manufacturing,0,,EQUIP,EXTRACT,PETRO,EOP,,,"",,"",3533,35,1,N,Y,Y,0,0,0,0
35610102,Y,"Pumps, oil well and field","",Manufacturing,0,,EQUIP,FIXED,TANK.G,EOP,,,"",,"",3561,35,1,N,Y,Y,0,0,0,0
35790108,N,Postage meters,"",Manufacturing,0,,BSERV,MAIL,GOODS,EOP,,,,,"",3579,35,1,N,Y,Y,0,0,0,0
35790103,N,"Envelope stuffing, sealing, and addressing machine","",Manufacturing,0,,BSERV,MAIL,GOODS,EOP,,,,,"",3579,35,1,N,Y,Y,0,0,0,0
36610100,N,Telephones and telephone apparatus,"",Manufacturing,0,,CIRCUIT,SYS,GOODS,RECEIVE,,,,,"",3661,36,1,N,Y,Y,0,0,0,0
36740209,Y,Random access memory (RAM),"",Manufacturing,0,,CIRCUIT,GOODS,CIRCUIT,EOP,,,"",,"",3674,36,1,N,Y,Y,0,0,0,0
36790102,N,"Commutators, electronic","",Manufacturing,0,,CIRCUIT,GOODS,CIRCUIT,EOP,,,,,"",3679,36,1,N,Y,Y,0,0,0,0
36790303,N,"Power supplies, all types: static","",Manufacturing,0,,CON,OCON,MEP,ELEC.G,,,,,"",3679,36,1,N,Y,Y,0,0,0,0
36940103,Y,"Generators, automotive and aircraft","",Manufacturing,0,,EQUIP,CAR,PARTS,EOP,,,"",,"",3694,36,1,N,Y,Y,0,0,0,0
36990202,N,"Laser welding, drilling, and cutting equipment","",Manufacturing,0,,EQUIP,FIXED,MSHOP,MAIN,,,,,"",3699,36,1,N,Y,Y,0,0,0,0
37140203,N,"Axles, motor vehicle","",Manufacturing,0,,EQUIP,CAR,PARTS,EOP,,,,,"",3714,37,1,N,Y,Y,0,0,0,0
37159905,Y,Trailer bodies,"",Manufacturing,0,,EQUIP,TRUCK,MAIN,EOP,,,"",,"",3715,37,1,N,Y,Y,0,0,0,0
35310417,N,Vibrators for concrete construction,"",Manufacturing,0,,EQUIP,MOBILE,CAST.G,EOP,,,,,"",3531,35,1,N,Y,Y,0,0,0,0
38120604,Y,Magnetic field detection apparatus,"",Manufacturing,0,,CIRCUIT,GOODS,PRECISE,EOP,,,"",,"",3812,38,1,N,Y,Y,0,0,0,0
