sic8,is_1to1_NAICS,Description,Baseline_Subindustry,Division,span_warn,Crosslisting,L1,L2,L3,L4,NAICS_Suggestion,METRO_ACS0812,NAICS,Notes,Baseline_Type,SIC4,SIC2,bundle_rep,flag____,strong,exists,misuse_warn,disfavored_warn,dubious_warn,ambiguous_warn
01610204,Y,Snap bean farm (bush and pole),"","Agriculture, Forestry, And Fishing",0,,OOS,EXTRACT,FARM,EOP,,,"",,"",0161,01,1,N,Y,Y,0,0,0,0
50729902,N,Casters and glides,"",Wholesale Trade,0,,,,,,,,,,"",5072,50,1,N,Y,Y,0,0,0,0
15419906,N,Paper/pulp mill construction,"",Construction,0,,CON,VERT,TYPE,PLANT,,,,,"",1541,15,1,N,Y,Y,0,0,0,0
15419907,N,Pharmaceutical manufacturing plant construction,"",Construction,0,,CON,VERT,TYPE,PLANT,,,,,"",1541,15,1,N,Y,Y,0,0,0,0
15419908,N,"Prefabricated building erection, industrial",Building construction (out of scope),Construction,0,,CON,VERT,TYPE,IND,,,,,OOS,1541,15,1,N,Y,Y,0,0,0,0
50840203,N,Tannery machines,"",Wholesale Trade,0,,,,,,,,,,"",5084,50,1,N,Y,Y,0,0,0,0
15419911,N,Truck and automobile assembly plant construction,"",Construction,0,,CON,VERT,TYPE,PLANT,,,,,"",1541,15,1,N,Y,Y,0,0,0,0
15420401,Y,Bank building construction,"",Construction,0,,CON,VERT,TYPE,PURPOSE,,,"",,"",1542,15,0,N,Y,Y,0,0,0,0
15420402,Y,Fire station construction,"",Construction,0,,CON,VERT,TYPE,PURPOSE,,,"",,"",1542,15,0,N,Y,Y,0,0,0,0
50880105,N,Ships,"",Wholesale Trade,0,,,,,,,,,,"",5088,50,1,N,Y,Y,0,0,0,0
51629903,N,"Plastics materials, nec","",Wholesale Trade,0,,NEC,GOODS,PETRO,PLASTIC,,,,,"",5162,51,1,N,Y,Y,0,0,0,0
51370200,N,Women's and children's lingerie and undergarments,"",Wholesale Trade,0,,NEC,GOODS,TEXT,CASUAL,,,,,"",5137,51,1,N,Y,Y,0,0,0,0
51490701,N,Bakery products,"",Wholesale Trade,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",5149,51,1,N,Y,Y,0,0,0,0
56519901,Y,Jeans stores,"",Retail Trade,0,,NEC,GOODS,TEXT,CASUAL,,,"",,"",5651,56,1,N,Y,Y,0,0,0,0
35410603,Y,"Saws, power (metalworking machinery)","",Manufacturing,0,,EQUIP,FIXED,MSHOP,MAIN,,,"",,"",3541,35,1,N,Y,Y,0,0,0,0
65120000,N,Nonresidential building operators,"","Finance, Insurance, And Real Estate",0,,BSERV,REAL,MANAGE,EOP,,,,,"",6512,65,1,N,Y,Y,0,0,0,0
50460100,N,Store fixtures and display equipment,"",Wholesale Trade,0,,CON,FURNISH,GOODS,SPACE,,,,,"",5046,50,1,N,Y,Y,0,0,0,0
79991123,N,Yoga instruction,"",Services,0,,FUN,SPORT.S,EOP,EOP,,,,,"",7999,79,1,N,Y,Y,0,0,0,0
82119903,Y,"High school, junior or senior, nec","",Services,0,,OOS,EDU,PRIME,EOP,,,"",,"",8211,82,1,N,Y,Y,0,0,0,0
16290113,N,Waterway construction,"",Construction,0,,CON,FLAT,MARINE.S,EOP,,,,,"",1629,16,0,N,Y,Y,0,0,0,0
51310215,N,"Trimmings, apparel","",Wholesale Trade,0,,NEC,GOODS,DNSNEC,NDUR,,,,,"",5131,51,1,N,Y,Y,0,0,0,0
51429902,N,"Dinners, frozen","",Wholesale Trade,0,,NEC,GOODS,FOOD,TRADE,,,,,"",5142,51,1,N,Y,Y,0,0,0,0
51530204,N,Soybeans,"",Wholesale Trade,0,,,,,,,,,,"",5153,51,1,N,Y,Y,0,0,0,0
51539900,N,"Grain and field beans, nec","",Wholesale Trade,0,,,,,,,,,,"",5153,51,1,N,Y,Y,0,0,0,0
51629904,N,"Plastics products, nec","",Wholesale Trade,0,,NEC,GOODS,PETRO,PLASTIC,,,,,"",5162,51,1,N,Y,Y,0,0,0,0
16290401,N,Land leveling,"Excavation, grading, drainage, drilling, and demol",Construction,0,,CON,EARTH,CLEAR,EOP,,,,,C,1629,16,0,N,Y,Y,0,0,0,0
51691105,N,"Polishes, nec","",Wholesale Trade,0,,,,,,,,,,"",5169,51,1,N,Y,Y,0,0,0,0
17419908,Y,Tuckpointing or restoration,"",Construction,0,,CON,FLAT,CONCRETE,ADORN,,,"",,"",1741,17,1,N,Y,Y,0,0,0,0
47310000,N,Freight transportation arrangement,Trucking and hauling,"Transportation, Communications, Electric, Gas, And Sanitary Services",0,BSERV,MOVE,LOGIS,LOGIS,EOP,,,,,C,4731,47,1,N,Y,Y,0,0,0,0
58120802,N,Steak restaurant,"",Retail Trade,0,,FUN,FOOD,DINE,DNSNEC,,,,,"",5812,58,0,N,Y,Y,0,0,0,0
48990000,N,"Communication services, nec",Other services (out of scope),"Transportation, Communications, Electric, Gas, And Sanitary Services",1,,UTIL,COMM,ISP,EOP,,,,Encompasses many types of communication services. Not a good code.,OOS,4899,48,1,N,Y,Y,0,0,0,0
87429908,N,Financial consultant,"",Services,0,,BSERV,CONSULT,FINANCE,EOP,,,,,"",8742,87,1,N,Y,Y,0,0,0,0
82119905,Y,School board,"",Services,0,,OOS,EDU,DNSNEC,EOP,,,"",,"",8211,82,1,N,Y,Y,0,0,0,0
50840510,N,Metalworking machinery,"",Wholesale Trade,0,,EQUIP,FIXED,INDCOM.G,EOP,,,,,"",5084,50,1,N,Y,Y,0,0,0,0
73490101,N,Building cleaning service,Other services (out of scope),Services,0,,CLEAN,ROUTINE.S,EOP,EOP,,,,,OOS,7349,73,0,N,Y,Y,0,0,0,0
59990100,N,Alarm and safety equipment stores,"",Retail Trade,0,,SAFE,SECURE,SYS.G,EOP,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
17419906,Y,Refractory or acid brick masonry,"Concrete, asphalt, sand, and gravel products",Construction,0,,CON,OCON,MSPEC,STONE.S,,,"",D: why is a service mixed with a goods category,C,1741,17,1,N,Y,Y,0,0,0,0
17419909,Y,Unit paver installation,"",Construction,0,,CON,FLAT,CONCRETE,WALK,,,"",,"",1741,17,0,N,Y,Y,0,0,0,0
17420100,Y,Plaster and drywall work,Building construction (out of scope),Construction,0,,CON,OCON,BOUND,WALL.S,,,"",,OOS,1742,17,0,N,Y,Y,0,0,0,0
17420102,Y,Fresco work,"",Construction,0,,CON,OCON,BOUND,WALL.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
17420103,Y,Mantel work,"",Construction,0,,CON,OCON,BOUND,WALL.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
17420105,Y,"Stucco work, interior","",Construction,0,,CON,OCON,BOUND,WALL.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
17420202,Y,Exterior insulation and finish (EIFS) applicator,"",Construction,0,,CON,OCON,BOUND,PROOF.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
17420204,Y,Solar reflecting insulation film,"",Construction,0,,CON,OCON,BOUND,PROOF.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
17610102,N,Roof repair,"",Construction,0,,CON,OCON,BOUND,ROOF.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17310100,Y,Electric power systems contractors,"",Construction,0,,CON,OCON,MEP,ELEC.S,,,"",,"",1731,17,1,N,Y,Y,0,0,0,0
50390100,N,Prefabricated structures,"",Wholesale Trade,0,,CON,TURNKEY,EOP,EOP,,,,,"",5039,50,1,N,Y,Y,0,0,0,0
17529908,Y,Wood floor installation and refinishing,"",Construction,0,,CON,OCON,BOUND,FLOOR.S,,,"",,"",1752,17,1,N,Y,Y,0,0,0,0
17419907,Y,Stone masonry,"",Construction,0,,CON,OCON,MSPEC,STONE.S,,,"",,"",1741,17,0,N,Y,Y,0,0,0,0
41510000,Y,School buses,"","Transportation, Communications, Electric, Gas, And Sanitary Services",0,,EQUIP,TRANSIT,MAIN,BUS,,,"",,"",4151,41,1,N,Y,Y,0,0,0,0
86610116,Y,Greek Orthodox Church,"",Services,0,,OOS,CIVIC,EOP,EOP,,,"",,"",8661,86,1,N,Y,Y,0,0,0,0
57190400,N,Window furnishings,"",Retail Trade,0,,NEC,GOODS,TEXT,DNSNEC,,,,,"",5719,57,1,N,Y,Y,0,0,0,0
59991103,N,Pet supplies,"",Retail Trade,0,,NEC,GOODS,ANIMAL,EOP,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
17610100,N,Roofing and gutter work,"",Construction,0,,CON,OCON,BOUND,ROOF.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17610104,N,Skylight installation,"",Construction,0,,CON,OCON,BOUND,WINDOW.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17610101,N,Gutter and downspout contractor,"",Construction,0,,CON,OCON,BOUND,ROOF.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17619901,N,Architectural sheet metal work,"",Construction,0,,CON,OCON,BOUND,DNSNEC.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17619902,N,"Ceilings, metal: erection and repair","",Construction,0,,CON,OCON,BOUND,DNSNEC.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17619904,N,Siding contractor,"",Construction,0,,CON,OCON,BOUND,WALL.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
17619905,N,"Chute installation (linen, mail, trash, etc)","",Construction,0,,CON,OCON,BOUND,DNSNEC.S,,,,,"",1761,17,1,N,Y,Y,0,0,0,0
62319903,Y,Security exchanges,"","Finance, Insurance, And Real Estate",0,,OOS,FIRE,EOP,EOP,,,"",,"",6231,62,1,N,Y,Y,0,0,0,0
17710101,N,Exterior concrete stucco contractor,"",Construction,0,,CON,OCON,BOUND,WALL.S,,,,Was TBD moved to Building constuction oos,"",1771,17,0,N,Y,Y,0,0,0,0
17710100,N,"Stucco, gunite, and grouting contractors","",Construction,0,,CON,OCON,BOUND,WALL.S,,,,,"",1771,17,1,N,Y,Y,0,0,0,0
17710102,N,Grouting work,"",Construction,0,,CON,FLAT,CONCRETE,CAST,,,,,"",1771,17,1,N,Y,Y,0,0,0,0
72170102,Y,Upholstery cleaning on customer premises,"",Services,0,,CLEAN,TEXT,EOP,EOP,,,"",,"",7217,72,1,N,Y,Y,0,0,0,0
50640200,N,Electrical entertainment equipment,"",Wholesale Trade,0,,FUN,MEDIA,MULTIMEDIA,EOP,,,,,"",5064,50,1,N,Y,Y,0,0,0,0
17990504,N,Sandblasting of building exteriors,"",Construction,0,,CLEAN,EXTERIOR,EOP,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
83220600,N,General counseling services,"",Services,0,,OOS,MED,PSYCH,EOP,,,,,"",8322,83,1,N,Y,Y,0,0,0,0
86610200,Y,Nonchurch religious organizations,"",Services,0,,OOS,CIVIC,EOP,EOP,,,"",,"",8661,86,1,N,Y,Y,0,0,0,0
59410501,Y,"Skin diving, scuba equipment and supplies","",Retail Trade,0,,FUN,SPORT.G,EOP,EOP,,,"",,"",5941,59,1,N,Y,Y,0,0,0,0
59990603,N,Telephone equipment and systems,"",Retail Trade,0,,CIRCUIT,SYS,GOODS,RECEIVE,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
65520000,Y,"Subdividers and developers, nec","","Finance, Insurance, And Real Estate",0,,CON,INTEG,DEV,EOP,,,"",,"",6552,65,1,N,Y,Y,0,0,0,0
83220607,N,Referral service for personal and social problems,"",Services,0,,OOS,NGO,EOP,EOP,,,,,"",8322,83,1,N,Y,Y,0,0,0,0
17969907,N,Power generating equipment installation,"",Construction,0,,CIRCUIT,SYS,INSTALL,ENVIRON,,,,,"",1796,17,1,N,Y,Y,0,0,0,0
17990203,N,Coating of metal structures at construction site,"",Construction,0,,CON,FLAT,CONCRETE,SEAL,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990101,N,Bowling alley installation,"",Construction,0,,CON,VERT,TYPE,REC,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990401,N,"Rigging, theatrical","",Construction,0,,CON,VERT,SCAFF.S,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990102,N,"Court construction, indoor athletic","",Construction,0,,CON,FLAT,REC,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990104,N,Spa or hot tub installation or construction,"",Construction,0,,CON,FLAT,REC,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
72310103,N,Facial salons,"",Services,0,,,,,,,,,,"",7231,72,1,N,Y,Y,0,0,0,0
17990202,N,Coating of concrete structures with plastic,"",Construction,0,,CON,FLAT,CONCRETE,SEAL,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990206,N,Fireproofing buildings,"",Construction,0,,CON,OCON,BOUND,PROOF.S,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990208,N,Insulation of pipes and boilers,"",Construction,0,,CON,FLAT,UTIL,PIPE.S,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990207,N,Glazing of concrete surfaces,Other construction services,Construction,0,,CON,FLAT,CONCRETE,SEAL,,,,,C,1799,17,1,N,Y,Y,0,0,0,0
17990301,N,Gasoline pump installation,"",Construction,0,,CON,EARTH,BELOW,TANK.S,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990400,N,Rigging and scaffolding,"",Construction,0,,CON,VERT,SCAFF.S,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990611,N,Appliance installation,"",Construction,0,,CON,FURNISH,INSTALL,FURN,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
27310204,N,Textbooks: publishing and printing,"",Manufacturing,0,,MEDIA,PUBLISH,EOP,EOP,,,,,"",2731,27,1,N,Y,Y,0,0,0,0
17990610,N,Window treatment installation,Other construction services,Construction,0,,CON,OCON,BOUND,WINDOW.S,,,,,C,1799,17,1,N,Y,Y,0,0,0,0
17990700,N,Parking facility equipment and maintenance,"",Construction,0,,CON,FLAT,STREET,MISCFIX.S,,,,"Must be service, but description looks like a good","",1799,17,1,N,Y,Y,0,0,0,0
83220205,N,Youth center,"",Services,0,,SOCIAL,DNSNEC,EOP,EOP,,,,,"",8322,83,1,N,Y,Y,0,0,0,0
08119904,N,Tree farm,"","Agriculture, Forestry, And Fishing",0,,CON,LAWN,PLANT,EOP,,,,,"",0811,08,1,N,Y,Y,0,0,0,0
17990612,N,Prefabricated fireplace installation,"",Construction,0,,CON,FURNISH,GOODS,DNSNEC,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
73890101,N,Artists' agents and brokers,"",Services,0,,BSERV,ADVERT,BROKER,EOP,,,,,"",7389,73,1,N,Y,Y,0,0,0,0
38420100,N,Personal safety equipment,"",Manufacturing,0,,SAFE,DNSNEC.G,EOP,EOP,,,,,"",3842,38,1,N,Y,Y,0,0,0,0
50999902,N,Carrying cases,"",Wholesale Trade,0,,NEC,GOODS,DNSNEC,DUR,,,,,"",5099,50,1,N,Y,Y,0,0,0,0
56990301,N,Bathing suits,"",Retail Trade,0,,NEC,GOODS,TEXT,SPORT,,,,,"",5699,56,1,N,Y,Y,0,0,0,0
79110203,N,Dance studio and school,"",Services,0,,SOCIAL,ENRICH,EOP,EOP,,,,,"",7911,79,1,N,Y,Y,0,0,0,0
17419902,Y,Chimney construction and maintenance,"",Construction,0,,CON,OCON,MSPEC,STONE.S,,,"",Why are these masonry services OOS and others not?,"",1741,17,0,N,Y,Y,0,0,0,0
73899923,N,Fund raising organizations,"",Services,0,,OOS,CIVIC,EOP,EOP,,,,,"",7389,73,1,N,Y,Y,0,0,0,0
59990101,N,Alarm signal systems,"",Retail Trade,0,,SAFE,SECURE,SYS.G,EOP,,,,,"",5999,59,1,N,Y,Y,0,0,0,0
51480000,N,Fresh fruits and vegetables,"",Wholesale Trade,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",5148,51,1,N,Y,Y,0,0,0,0
17990800,N,Decontamination services,"",Construction,0,,CLEAN,ENVIRON.S,EOP,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
50630401,N,Light bulbs and related supplies,"",Wholesale Trade,0,,CIRCUIT,GOODS,HOME,EOP,,,,,"",5063,50,1,N,Y,Y,0,0,0,0
17990613,N,Kitchen cabinet installation,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
73899956,N,Welcoming services,"",Services,0,,NEC,SERVE,DNSNEC,EOP,,,,,"",7389,73,1,N,Y,Y,0,0,0,0
17990702,N,Parking lot maintenance,Other construction services,Construction,0,,CON,FLAT,CONCRETE,REPAIR,,,,,C,1799,17,0,N,Y,Y,0,0,0,0
17990802,N,Lead burning,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990902,N,Mobile home site set up and tie down,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17990903,N,Shoring and underpinning work,"Excavation, grading, drainage, drilling, and demol",Construction,0,,CON,EARTH,DRILL,VERT.S,,,,Uncertain,C,1799,17,1,N,Y,Y,0,0,0,0
80490301,N,Speech pathologist,"",Services,0,,OOS,MED,DOC,EOP,,,,,"",8049,80,1,N,Y,Y,0,0,0,0
17999931,N,Tower bell installation and repair,"",Construction,0,,CON,OCON,DNSNEC.S,EOP,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
80110000,N,Offices and clinics of medical doctors,"",Services,0,,OOS,MED,DOC,EOP,,,,,"",8011,80,1,N,Y,Y,0,0,0,0
50460000,N,"Commercial equipment, nec","",Wholesale Trade,1,,EQUIP,FIXED,INDCOM.G,EOP,,,,,"",5046,50,0,N,Y,Y,0,0,0,0
35710000,Y,Electronic computers,"",Manufacturing,0,,CIRCUIT,IT,PC.G,MANU,,,"",,"",3571,35,1,N,Y,Y,0,0,0,0
80490000,N,Offices of health practitioner,"",Services,0,,OOS,MED,DOC,EOP,,,,,"",8049,80,1,N,Y,Y,0,0,0,0
73899933,N,Office facilities and secretarial service rental,"",Services,0,,BSERV,HR,STAFF,EOP,,,,,"",7389,73,1,N,Y,Y,0,0,0,0
86410000,N,Civic and social associations,Out of scope,Services,0,,OOS,CIVIC,EOP,EOP,,,,,OOS,8641,86,1,N,Y,Y,0,0,0,0
23930000,Y,Textile bags,"",Manufacturing,0,,NEC,GOODS,TEXT,DNSNEC,,,"",,"",2393,23,1,N,Y,Y,0,0,0,0
48320201,N,Educational,"","Transportation, Communications, Electric, Gas, And Sanitary Services",0,,MEDIA,CAST,EOP,EOP,,,,,"",4832,48,1,N,Y,Y,0,0,0,0
73890100,N,"Personal service agents, brokers, and bureaus","",Services,0,,OOS,FIRE,EOP,EOP,,,,,"",7389,73,1,N,Y,Y,0,0,0,0
75390000,N,"Automotive repair shops, nec","",Services,0,,EQUIP,CAR,REPAIR,EOP,,,,,"",7539,75,1,N,Y,Y,0,0,0,0
17990603,N,Counter top installation,"",Construction,0,,CON,FURNISH,INSTALL,FURN,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17999927,N,Posthole digging,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17999928,N,Service and repair of broadcasting stations,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
17999930,N,Steeple jacks,"",Construction,0,,,,,,,,,,"",1799,17,1,N,Y,Y,0,0,0,0
20150800,N,Turkey processing and slaughtering,"",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
80930000,N,"Specialty outpatient clinics, nec","",Services,0,,SOCIAL,GROUP,OPERATE,REHAB,,,,,"",8093,80,1,N,Y,Y,0,0,0,0
89990000,N,"Services, nec",Other services (out of scope),Services,1,,NEC,SERVE,DNSNEC,EOP,,,,Not a good code; covers a wide variety of service types,OOS,8999,89,1,N,Y,Y,0,0,0,0
73810204,N,Private investigator,"",Services,0,,SAFE,SECURE,GUARD.S,EOP,,,,,"",7381,73,1,N,Y,Y,0,0,0,0
80939903,N,"Rehabilitation center, outpatient treatment","",Services,0,,OOS,MED,DNSNEC,EOP,,,,,"",8093,80,1,N,Y,Y,0,0,0,0
83990100,N,Community development groups,"",Services,0,,OOS,ECDEV,EOP,EOP,,,,,"",8399,83,1,N,Y,Y,0,0,0,0
38260000,Y,Analytical instruments,"",Manufacturing,0,,CIRCUIT,GOODS,PRECISE,EOP,,,"",,"",3826,38,0,N,Y,Y,0,0,0,0
87489909,N,Safety training service,"",Services,0,,SAFE,TRAIN,EOP,EOP,,,,,"",8748,87,1,N,Y,Y,0,0,0,0
82490000,N,"Vocational schools, nec","",Services,0,,OOS,EDU,VOC,EOP,,,,,"",8249,82,1,N,Y,Y,0,0,0,0
39440000,N,"Games, toys, and children''s vehicles","",Manufacturing,0,,FUN,FIXED,LEISURE,EOP,,,,,"",3944,39,1,N,Y,Y,0,0,0,0
76990100,N,Professional instrument repair services,"",Services,0,,EQUIP,DNSNEC,EOP,EOP,,,,,"",7699,76,1,N,Y,Y,0,0,0,0
28340000,Y,Pharmaceutical preparations,"",Manufacturing,0,,OOS,MED,PHARM,EOP,,,"",,"",2834,28,1,N,Y,Y,0,0,0,0
80990000,N,"Health and allied services, nec","",Services,0,,OOS,MED,DNSNEC,EOP,,,,,"",8099,80,1,N,Y,Y,0,0,0,0
15420406,Y,School building construction,"",Construction,0,,CON,VERT,TYPE,PURPOSE,,,"",,"",1542,15,0,N,Y,Y,0,0,0,0
80499907,N,Midwife,"",Services,0,,,,,,,,,,"",8049,80,1,N,Y,Y,0,0,0,0
20150704,N,"Rabbit, processed: fresh","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
20150705,N,"Rabbit, processed: frozen","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
20150706,N,"Rabbit, slaughtered and dressed","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
15429900,Y,"Nonresidential construction, nec","",Construction,0,,CON,VERT,TYPE,INDCOM,,,"",,"",1542,15,1,N,Y,Y,0,0,0,0
50830202,N,Landscaping equipment,"",Wholesale Trade,0,,CON,LAWN,TOOL,EOP,,,,Likely composed of medium-weight equipment,"",5083,50,1,N,Y,Y,0,0,0,0
20150801,N,"Turkey, processed, nsk","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
20150802,N,"Turkey, processed: canned","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
20150803,N,"Turkey, processed: cooked","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2015,20,1,N,Y,Y,0,0,0,0
57340200,Y,Computer software and accessories,"",Retail Trade,0,,CIRCUIT,IT,SOFT,EOP,,,"",,"",5734,57,1,N,Y,Y,0,0,0,0
57340000,Y,Computer and software stores,"",Retail Trade,0,,CIRCUIT,IT,PC.G,RET,,,"",,"",5734,57,1,N,Y,Y,0,0,0,0
58129906,N,Contract food services,"",Retail Trade,0,,FUN,FOOD,DINE,CONTRACT,,,,,"",5812,58,1,N,Y,Y,0,0,0,0
73759901,Y,Data base information retrieval,Other services (out of scope),Services,0,,CIRCUIT,IT,DATA,EOP,,,"",,OOS,7375,73,0,N,Y,Y,0,0,0,0
83310100,Y,Job training services,"",Services,0,,SOCIAL,PLACE,EOP,EOP,,,"","Misleading description: 8331* codes meant to capture community-based vocational training. This is a type of social service, likely provided by a non-profit","",8331,83,1,N,Y,Y,1,0,0,0
72990501,N,Banquet hall facilities,"",Services,0,,FUN,FIXED,VENUE,EOP,,,,,"",7299,72,1,N,Y,Y,0,0,0,0
17420104,Y,"Plastering, plain or ornamental","",Construction,0,,CON,OCON,BOUND,WALL.S,,,"",,"",1742,17,1,N,Y,Y,0,0,0,0
59439903,Y,School supplies,"",Retail Trade,0,,OOS,EDU,GOODS,EOP,,,"",,"",5943,59,1,N,Y,Y,0,0,0,0
82999917,N,Vocational counseling,"",Services,0,,SOCIAL,PLACE,EOP,EOP,,,,,"",8299,82,1,N,Y,Y,0,0,0,0
33630000,Y,Aluminum die-castings,"",Manufacturing,0,,NEC,GOODS,MSPEC,METAL,,,"",,"",3363,33,1,N,Y,Y,0,0,0,0
86119902,Y,Chamber of Commerce,"",Services,0,,OOS,ECDEV,EOP,EOP,,,"",,"",8611,86,1,N,Y,Y,0,0,0,0
38210112,Y,"Laboratory equipment: fume hoods, distillation rac","",Manufacturing,0,,NEC,GOODS,LAB,EOP,,,"",,"",3821,38,1,N,Y,Y,0,0,0,0
52110104,N,Planing mill products and lumber,"",Retail Trade,0,,CON,OCON,MSPEC,WOOD.G,,,,,"",5211,52,1,N,Y,Y,0,0,0,0
86999904,N,Charitable organization,"",Services,0,,OOS,NGO,EOP,EOP,,,,"Use this code for non-profits, regardless of what they do. (SIC codes are function-oriented, and do not take into account institution class)","",8699,86,1,N,Y,Y,0,0,0,0
82110303,Y,Public elementary school,"",Services,0,,OOS,EDU,PRIME,EOP,,,"",,"",8211,82,1,N,Y,Y,0,0,0,0
80110202,N,"Clinic, operated by physicians","",Services,0,,OOS,MED,DOC,EOP,,,,,"",8011,80,1,N,Y,Y,0,0,0,0
82990201,N,"Educational service, nondegree granting: continuin","",Services,0,,OOS,EDU,DNSNEC,EOP,,,,,"",8299,82,1,N,Y,Y,0,0,0,0
50849905,N,Hydraulic systems equipment and supplies,"",Wholesale Trade,0,,CON,OCON,MEP,HYDRO.G,,4270,,,"",5084,50,1,N,Y,Y,0,0,0,0
50830201,N,"Garden machinery and equipment, nec","",Wholesale Trade,0,,CON,LAWN,TOOL,EOP,,,,Likely composed of medium-weight equipment,"",5083,50,1,N,Y,Y,0,0,0,0
87489902,N,Educational consultant,Other services (out of scope),Services,0,,INSIGHT,DNSNEC,EDU,EOP,,,,,OOS,8748,87,1,N,Y,Y,0,0,0,0
20240100,Y,Ice cream and ice milk,"",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,"",,"",2024,20,1,N,Y,Y,0,0,0,0
20240101,Y,"Ice cream, bulk","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,"",,"",2024,20,1,N,Y,Y,0,0,0,0
20260201,N,Acidophilus milk,"",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2026,20,1,N,Y,Y,0,0,0,0
20260202,N,Bakers' cheese,"",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2026,20,1,N,Y,Y,0,0,0,0
20260203,N,"Buttermilk, cultured","",Manufacturing,0,,NEC,GOODS,FOOD,PROCESS,,,,,"",2026,20,1,N,Y,Y,0,0,0,0
87429902,N,Business management consultant,Other services (out of scope),Services,0,,BSERV,CONSULT,MGT,EOP,,,,Change to Business services (out of scope),OOS,8742,87,1,N,Y,Y,0,0,0,0
27310100,N,"Books, publishing only","",Manufacturing,0,,MEDIA,BOOK,EOP,EOP,,,,,"",2731,27,1,N,Y,Y,0,0,0,0
83610304,N,Mentally handicapped home,"",Services,0,,SOCIAL,HCARE,EOP,EOP,,,,,"",8361,83,1,N,Y,Y,0,0,0,0
76992210,N,Restaurant equipment repair,"",Services,0,,EQUIP,FIXED,MACHINE,REPAIR,,,,,"",7699,76,1,N,Y,Y,0,0,0,0
26530101,Y,"Boxes, corrugated: made from purchased materials","",Manufacturing,0,,NEC,GOODS,OFFICE,PAPER,,,"",,"",2653,26,1,N,Y,Y,0,0,0,0
29510201,Y,Asphalt and asphaltic paving mixtures (not from re,"Concrete, asphalt, sand, and gravel products",Manufacturing,0,,CON,FLAT,CONCRETE,AGG,,,"",,C,2951,29,0,N,Y,Y,0,0,0,0
